      Plot replica #,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               sp1 a,               sp1 b,               sp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,               sm1 a,               sm1 b,               sm1 c,                GT a,                GT b,                GT c,                G2 a,                G2 b,                G2 c,
                  35,           -2.058043,           10.514803,           -0.574493,            5.564678,           -4.183160,            9.201032,            9.308934,            0.705077,           -9.191723,           -5.182547,            3.855612,            9.242857,           -5.003669,            0.234790,            7.475516,            4.807557,           -3.497532,           -9.434256,            1.487474,           -2.317420,            1.390221,            0.614831,           -3.657390,           -3.025274,
                  36,           -0.572114,            5.711357,           -1.698294,            6.537718,           -7.931031,            7.725304,            8.535633,           -4.533713,           -0.501883,           -5.595459,            1.923281,           13.653543,           -2.975337,          -11.065665,           17.432680,            3.430075,           -4.525168,           -1.845802,            2.488656,           -6.561992,            2.328887,           -0.053469,           -1.207247,           -3.027647,
                  37,            1.952538,            2.302502,           -4.774522,            9.398101,          -11.970910,            4.841054,           11.411460,           -5.305099,          -12.087088,           -4.230931,            1.630122,            9.575554,           -3.543402,           -7.740560,           13.711722,           12.355719,          -18.065441,           -7.774261,            4.920780,           -9.239010,           -2.298238,           -1.256083,            0.237649,           -0.945756,
                  38,           -1.071824,           11.723678,           -5.041414,            6.527404,           -2.521363,            4.100008,           17.674403,          -14.767955,           -3.947858,           -8.180083,            7.938515,           10.848021,          -11.914647,            3.510552,           19.784167,            4.632050,           -4.818461,           -9.470058,            1.364724,           -1.848914,            4.687730,           -0.932782,           -2.510277,           -1.111712,
                  39,           -2.047761,            9.360280,            0.948205,            5.654286,           -5.448071,           10.671982,           10.762321,           -4.030440,           -6.023643,           -6.295799,            4.811540,           11.400322,           -7.610617,            0.758522,           13.666098,            0.568337,           -2.472019,            0.262902,            0.879952,           -3.004497,            5.384053,            0.297464,           -2.598093,           -3.751299,
                  40,           -0.079170,            1.849003,           -1.331468,            7.338768,          -12.334521,            8.145361,            4.628730,            2.853786,           -9.521584,           -6.072876,            4.993827,            9.738971,          -12.256312,            7.030192,           17.412426,            2.502583,           -0.461185,           -5.921797,            3.504659,          -10.573802,            0.241546,           -0.096631,           -0.009324,           -2.346532,
                  41,            1.735637,            5.968083,           -7.447798,            9.179272,           -8.148701,            1.898743,           14.147194,           -6.267603,          -12.910899,           -4.115887,            2.600474,            8.812544,           -2.334405,           -2.256994,            5.732632,            6.282522,           -6.883988,           -6.134200,            4.543957,           -5.798516,           -3.581420,           -1.374335,           -1.252800,            0.264534,
                  42,           -4.736996,            8.915940,            2.453970,            3.041803,           -5.726489,           11.743641,           18.408032,          -18.838821,           -9.117912,           -1.105706,            0.979323,            3.301960,            0.595156,            3.720736,           -7.971065,           11.584626,          -11.689722,          -14.055255,            3.211701,           -9.269198,            0.168299,            0.786131,           -1.197234,           -4.077184,
                  43,            2.398599,            8.917606,          -10.470355,            9.577784,           -4.911595,           -0.795506,           11.246276,           -4.387929,           -4.750674,           -6.894468,            2.501638,           16.124419,          -10.458966,            1.173896,           16.628658,            2.098925,           -2.332627,           -4.227440,            3.228904,           -2.266454,           -1.382604,           -1.488957,           -2.564392,            0.888417,
                  44,            2.435980,           -0.026656,           -3.876956,           10.102491,          -14.730303,            5.765545,            2.963769,           12.643177,          -18.085454,           -7.331988,            6.348911,           11.826322,           -5.140674,           -6.545774,           17.892491,           -0.285491,           -0.467126,            1.847625,            3.698037,           -8.925416,           -0.124138,           -1.060027,            0.058236,           -0.602525,
                  45,            3.117350,            6.464199,           -5.302854,           10.802704,           -8.115718,            4.102715,           19.258173,          -13.858740,          -10.635741,           -9.277033,           10.881257,           10.351972,          -12.583678,           13.273623,            9.096688,           -1.204628,            3.778534,           -2.528828,            2.594350,           -1.931617,            6.089764,           -2.713696,           -0.475918,           -0.543195,
                  46,            2.378437,            3.990168,           -0.448366,           14.110890,          -16.304126,            6.934326,            6.682772,            8.148790,           -8.787663,          -12.380363,           13.470274,           17.193192,           -7.434593,           16.079380,          -11.175260,            1.100688,          -10.146854,           14.976964,            3.231922,           -1.796735,            1.443664,           -1.296272,           -1.149452,           -2.888918,
